,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.08247532844543456,0.00300163690006632,0.00040559768676757814,0.0008111953735351562,0.1,"(5,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 4}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,305,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
12,0.08113322257995606,0.0008661244546087568,0.0,0.0,0.1,"(5,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 5}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
13,0.13020405769348145,0.0023612654245460545,0.0009987831115722656,0.0019975662231445307,0.1,"(5,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 6}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7814096016343207,0.7834525025536262,0.7831768068599428,0.0008873991449620029,290,0.7835630423685553,0.7833078101071975,0.7822868810617662,0.782597601428936,0.782852768563409,0.7829216207059728,0.0004632898721541428
14,0.14010725021362305,0.010211769748606532,0.0018578052520751953,0.0023138078339403315,0.1,"(5,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 7}",0.7816326530612245,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7824310520939735,0.7829726418946509,0.0008126853990933843,296,0.7817764165390505,0.7833078101071975,0.7833078101071975,0.7836182699668283,0.7838734371013013,0.783176748764315,0.0007315189817731414
15,0.08845224380493164,0.001597841563138661,0.0,0.0,0.1,"(5,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 8}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
16,0.10978903770446777,0.03357886384393998,0.0,0.0,0.1,"(5,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 9}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.7834525025536262,0.21654749744637386,0.3297264189465088,0.2267762093334496,301,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.7836182699668283,0.21638173003317174,0.3298621745788668,0.2268780487022606
17,0.09169611930847169,0.003936001484557794,0.0009988784790039063,0.001997756958007813,0.1,"(5,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (5,), 'ica__n_components': 10}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
18,0.10202622413635254,0.0048516671604798695,0.0,0.0,0.1,"(22,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
19,0.08972725868225098,0.002869038925951245,0.0,0.0,0.1,"(22,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 3}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
20,0.09208436012268066,0.002092411140427371,0.0,0.0,0.1,"(22,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 4}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
21,0.09254484176635742,0.001983411312376969,0.0,0.0,0.1,"(22,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 5}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
22,0.10232057571411132,0.0013975627224902978,0.0005074024200439453,0.0010148048400878905,0.1,"(22,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 6}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
23,0.10930252075195312,0.013539361482592872,0.0019981861114501953,0.002447268453391577,0.1,"(22,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (22,), 'ica__n_components': 7}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
